timeframe_minutes,session_start_date,c1_start_new_york,c2_start_new_york,confirmation_new_york,direction,c1_high,c1_low,midpoint,c2_high,c2_low,c2_close,target,target_hit_new_york,target_hit_same_session,session_end_new_york,historical_right_edge_new_york
15,2026-08-03,2026-08-04 05:00:00-04:00,2026-08-04 05:15:00-04:00,2026-08-04 05:30:00-04:00,bullish,29069.25,29012.0,29040.625,29045.75,29007.5,29045.25,29069.25,2026-08-04 05:40:00-04:00,True,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 05:30:00-04:00,2026-08-04 05:45:00-04:00,2026-08-04 06:00:00-04:00,bearish,29081.0,29042.25,29061.625,29086.0,29058.0,29077.75,29042.25,,False,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 06:00:00-04:00,2026-08-04 06:15:00-04:00,2026-08-04 06:30:00-04:00,bearish,29112.0,29066.0,29089.0,29115.75,29086.5,29095.5,29066.0,,False,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 06:30:00-04:00,2026-08-04 06:45:00-04:00,2026-08-04 07:00:00-04:00,bearish,29131.5,29073.5,29102.5,29145.5,29103.75,29116.5,29073.5,,False,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 06:45:00-04:00,2026-08-04 07:00:00-04:00,2026-08-04 07:15:00-04:00,bearish,29145.5,29103.75,29124.625,29149.5,29114.0,29143.75,29103.75,,False,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 08:15:00-04:00,2026-08-04 08:30:00-04:00,2026-08-04 08:45:00-04:00,bullish,29234.25,29204.5,29219.375,29230.25,29197.75,29219.25,29234.25,2026-08-04 09:11:00-04:00,True,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 08:30:00-04:00,2026-08-04 08:45:00-04:00,2026-08-04 09:00:00-04:00,bullish,29230.25,29197.75,29214.0,29222.5,29186.5,29202.75,29230.25,2026-08-04 09:09:00-04:00,True,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 09:00:00-04:00,2026-08-04 09:15:00-04:00,2026-08-04 09:30:00-04:00,bearish,29235.75,29185.0,29210.375,29284.0,29218.0,29233.75,29185.0,,False,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 10:15:00-04:00,2026-08-04 10:30:00-04:00,2026-08-04 10:45:00-04:00,bearish,29564.25,29482.25,29523.25,29579.25,29515.0,29557.0,29482.25,,False,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 11:30:00-04:00,2026-08-04 11:45:00-04:00,2026-08-04 12:00:00-04:00,bearish,29681.75,29621.75,29651.75,29697.0,29667.25,29671.25,29621.75,,False,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 13:30:00-04:00,2026-08-04 13:45:00-04:00,2026-08-04 14:00:00-04:00,bearish,29865.75,29800.25,29833.0,29898.25,29832.0,29834.5,29800.25,2026-08-04 16:15:00-04:00,True,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 13:45:00-04:00,2026-08-04 14:00:00-04:00,2026-08-04 14:15:00-04:00,bullish,29898.25,29832.0,29865.125,29860.25,29809.5,29859.25,29898.25,2026-08-04 15:00:00-04:00,True,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 14:30:00-04:00,2026-08-04 14:45:00-04:00,2026-08-04 15:00:00-04:00,bearish,29893.0,29840.0,29866.5,29895.75,29854.25,29881.0,29840.0,2026-08-04 16:15:00-04:00,True,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-03,2026-08-04 15:00:00-04:00,2026-08-04 15:15:00-04:00,2026-08-04 15:30:00-04:00,bearish,29936.5,29878.25,29907.375,29945.75,29888.5,29900.5,29878.25,2026-08-04 15:54:00-04:00,True,2026-08-04 17:00:00-04:00,2026-08-04 17:00:00-04:00
15,2026-08-04,2026-08-04 18:00:00-04:00,2026-08-04 18:15:00-04:00,2026-08-04 18:30:00-04:00,bearish,29837.25,29775.5,29806.375,29844.25,29810.25,29833.25,29775.5,2026-08-05 11:18:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 18:30:00-04:00,2026-08-04 18:45:00-04:00,2026-08-04 19:00:00-04:00,bullish,29841.75,29794.25,29818.0,29828.5,29793.0,29826.0,29841.75,2026-08-04 19:04:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 19:15:00-04:00,2026-08-04 19:30:00-04:00,2026-08-04 19:45:00-04:00,bullish,29846.0,29816.25,29831.125,29845.0,29802.75,29842.75,29846.0,2026-08-04 19:45:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 19:30:00-04:00,2026-08-04 19:45:00-04:00,2026-08-04 20:00:00-04:00,bearish,29845.0,29802.75,29823.875,29857.25,29825.25,29835.5,29802.75,2026-08-04 21:26:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 20:00:00-04:00,2026-08-04 20:15:00-04:00,2026-08-04 20:30:00-04:00,bearish,29863.5,29818.75,29841.125,29864.0,29834.25,29862.5,29818.75,2026-08-04 20:48:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 20:15:00-04:00,2026-08-04 20:30:00-04:00,2026-08-04 20:45:00-04:00,bearish,29864.0,29834.25,29849.125,29877.5,29837.75,29838.75,29834.25,2026-08-04 20:45:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 20:30:00-04:00,2026-08-04 20:45:00-04:00,2026-08-04 21:00:00-04:00,bullish,29877.5,29837.75,29857.625,29862.25,29812.5,29848.5,29877.5,2026-08-04 21:57:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 21:00:00-04:00,2026-08-04 21:15:00-04:00,2026-08-04 21:30:00-04:00,bullish,29861.0,29816.5,29838.75,29842.75,29796.75,29819.75,29861.0,2026-08-04 21:46:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 21:15:00-04:00,2026-08-04 21:30:00-04:00,2026-08-04 21:45:00-04:00,bearish,29842.75,29796.75,29819.75,29845.0,29810.75,29833.75,29796.75,2026-08-05 04:45:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 21:45:00-04:00,2026-08-04 22:00:00-04:00,2026-08-04 22:15:00-04:00,bearish,29887.0,29833.5,29860.25,29889.0,29862.5,29871.25,29833.5,2026-08-05 04:22:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 22:15:00-04:00,2026-08-04 22:30:00-04:00,2026-08-04 22:45:00-04:00,bullish,29876.25,29850.0,29863.125,29862.5,29842.25,29859.0,29876.25,2026-08-04 23:03:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 22:30:00-04:00,2026-08-04 22:45:00-04:00,2026-08-04 23:00:00-04:00,bearish,29862.5,29842.25,29852.375,29875.0,29855.0,29860.25,29842.25,2026-08-05 04:21:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 23:00:00-04:00,2026-08-04 23:15:00-04:00,2026-08-04 23:30:00-04:00,bearish,29890.75,29853.5,29872.125,29892.75,29863.5,29864.0,29853.5,2026-08-05 04:18:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 23:15:00-04:00,2026-08-04 23:30:00-04:00,2026-08-04 23:45:00-04:00,bullish,29892.75,29863.5,29878.125,29891.25,29858.5,29885.5,29892.75,2026-08-04 23:56:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 23:30:00-04:00,2026-08-04 23:45:00-04:00,2026-08-05 00:00:00-04:00,bearish,29891.25,29858.5,29874.875,29894.25,29867.75,29889.75,29858.5,2026-08-05 04:14:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-04 23:45:00-04:00,2026-08-05 00:00:00-04:00,2026-08-05 00:15:00-04:00,bearish,29894.25,29867.75,29881.0,29898.25,29882.0,29884.0,29867.75,2026-08-05 00:21:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 00:30:00-04:00,2026-08-05 00:45:00-04:00,2026-08-05 01:00:00-04:00,bearish,29909.5,29869.0,29889.25,29916.75,29883.0,29903.25,29869.0,2026-08-05 04:12:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 01:00:00-04:00,2026-08-05 01:15:00-04:00,2026-08-05 01:30:00-04:00,bearish,29940.5,29894.5,29917.5,29949.0,29934.0,29936.75,29894.5,2026-08-05 03:35:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 01:15:00-04:00,2026-08-05 01:30:00-04:00,2026-08-05 01:45:00-04:00,bullish,29949.0,29934.0,29941.5,29945.0,29920.25,29941.75,29949.0,2026-08-05 01:47:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 01:45:00-04:00,2026-08-05 02:00:00-04:00,2026-08-05 02:15:00-04:00,bearish,29986.75,29940.75,29963.75,29990.75,29961.0,29980.75,29940.75,2026-08-05 02:21:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 02:45:00-04:00,2026-08-05 03:00:00-04:00,2026-08-05 03:15:00-04:00,bearish,29972.0,29936.0,29954.0,29987.25,29936.5,29951.0,29936.0,2026-08-05 03:16:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 04:30:00-04:00,2026-08-05 04:45:00-04:00,2026-08-05 05:00:00-04:00,bullish,29844.0,29798.25,29821.125,29843.75,29796.75,29837.5,29844.0,2026-08-05 05:01:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 04:45:00-04:00,2026-08-05 05:00:00-04:00,2026-08-05 05:15:00-04:00,bearish,29843.75,29796.75,29820.25,29854.5,29820.25,29833.25,29796.75,2026-08-05 10:53:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 06:15:00-04:00,2026-08-05 06:30:00-04:00,2026-08-05 06:45:00-04:00,bearish,29866.5,29836.0,29851.25,29872.0,29849.25,29857.5,29836.0,2026-08-05 06:46:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 06:30:00-04:00,2026-08-05 06:45:00-04:00,2026-08-05 07:00:00-04:00,bullish,29872.0,29849.25,29860.625,29870.5,29833.75,29864.25,29872.0,2026-08-05 07:00:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 07:00:00-04:00,2026-08-05 07:15:00-04:00,2026-08-05 07:30:00-04:00,bearish,29921.25,29863.75,29892.5,29923.25,29896.75,29900.25,29863.75,2026-08-05 10:31:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 07:30:00-04:00,2026-08-05 07:45:00-04:00,2026-08-05 08:00:00-04:00,bearish,29931.75,29890.5,29911.125,29943.75,29903.0,29919.5,29890.5,2026-08-05 08:32:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 07:45:00-04:00,2026-08-05 08:00:00-04:00,2026-08-05 08:15:00-04:00,bullish,29943.75,29903.0,29923.375,29926.0,29892.25,29918.75,29943.75,2026-08-05 08:35:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 08:45:00-04:00,2026-08-05 09:00:00-04:00,2026-08-05 09:15:00-04:00,bearish,29946.5,29908.0,29927.25,29950.0,29915.0,29929.5,29908.0,2026-08-05 09:21:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 09:30:00-04:00,2026-08-05 09:45:00-04:00,2026-08-05 10:00:00-04:00,bearish,30059.0,29909.5,29984.25,30073.25,29966.75,30049.5,29909.5,2026-08-05 10:23:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 09:45:00-04:00,2026-08-05 10:00:00-04:00,2026-08-05 10:15:00-04:00,bullish,30073.25,29966.75,30020.0,30048.25,29918.0,29998.5,30073.25,,False,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 10:30:00-04:00,2026-08-05 10:45:00-04:00,2026-08-05 11:00:00-04:00,bullish,29918.75,29824.75,29871.75,29907.5,29787.75,29848.0,29918.75,,False,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 11:15:00-04:00,2026-08-05 11:30:00-04:00,2026-08-05 11:45:00-04:00,bearish,29850.75,29762.25,29806.5,29861.75,29805.25,29819.75,29762.25,2026-08-05 11:56:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 11:45:00-04:00,2026-08-05 12:00:00-04:00,2026-08-05 12:15:00-04:00,bullish,29820.0,29712.75,29766.375,29765.75,29701.75,29731.75,29820.0,2026-08-05 12:27:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 12:15:00-04:00,2026-08-05 12:30:00-04:00,2026-08-05 12:45:00-04:00,bearish,29833.5,29719.5,29776.5,29840.0,29769.75,29788.25,29719.5,2026-08-05 15:00:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 13:00:00-04:00,2026-08-05 13:15:00-04:00,2026-08-05 13:30:00-04:00,bullish,29819.75,29743.75,29781.75,29781.75,29740.0,29754.5,29819.75,,False,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 13:15:00-04:00,2026-08-05 13:30:00-04:00,2026-08-05 13:45:00-04:00,bullish,29781.75,29740.0,29760.875,29778.75,29735.0,29757.25,29781.75,2026-08-05 14:04:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 13:30:00-04:00,2026-08-05 13:45:00-04:00,2026-08-05 14:00:00-04:00,bullish,29778.75,29735.0,29756.875,29774.5,29734.25,29757.0,29778.75,2026-08-05 14:04:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 13:45:00-04:00,2026-08-05 14:00:00-04:00,2026-08-05 14:15:00-04:00,bearish,29774.5,29734.25,29754.375,29786.25,29752.5,29762.0,29734.25,2026-08-05 14:31:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 15:00:00-04:00,2026-08-05 15:15:00-04:00,2026-08-05 15:30:00-04:00,bearish,29778.5,29718.0,29748.25,29780.0,29753.5,29756.5,29718.0,2026-08-05 15:35:00-04:00,True,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-04,2026-08-05 15:45:00-04:00,2026-08-05 16:00:00-04:00,2026-08-05 16:15:00-04:00,bullish,29733.0,29593.0,29663.0,29618.5,29530.75,29604.5,29733.0,,False,2026-08-05 17:00:00-04:00,2026-08-05 17:00:00-04:00
15,2026-08-05,2026-08-05 18:45:00-04:00,2026-08-05 19:00:00-04:00,2026-08-05 19:15:00-04:00,bullish,29678.75,29617.0,29647.875,29636.25,29611.75,29630.75,29678.75,2026-08-06 11:10:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-05 19:00:00-04:00,2026-08-05 19:15:00-04:00,2026-08-05 19:30:00-04:00,bearish,29636.25,29611.75,29624.0,29650.5,29616.5,29628.25,29611.75,2026-08-05 19:32:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-05 19:30:00-04:00,2026-08-05 19:45:00-04:00,2026-08-05 20:00:00-04:00,bullish,29636.75,29575.75,29606.25,29589.75,29566.5,29583.75,29636.75,2026-08-06 10:17:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-05 20:00:00-04:00,2026-08-05 20:15:00-04:00,2026-08-05 20:30:00-04:00,bearish,29601.25,29546.25,29573.75,29608.75,29553.5,29561.0,29546.25,2026-08-05 20:52:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-05 20:15:00-04:00,2026-08-05 20:30:00-04:00,2026-08-05 20:45:00-04:00,bullish,29608.75,29553.5,29581.125,29587.25,29548.0,29560.0,29608.75,2026-08-05 22:44:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-05 21:30:00-04:00,2026-08-05 21:45:00-04:00,2026-08-05 22:00:00-04:00,bearish,29509.75,29469.0,29489.375,29519.0,29472.75,29498.0,29469.0,2026-08-06 04:04:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-05 22:00:00-04:00,2026-08-05 22:15:00-04:00,2026-08-05 22:30:00-04:00,bearish,29556.75,29487.75,29522.25,29578.5,29535.5,29548.25,29487.75,2026-08-06 02:18:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-05 22:30:00-04:00,2026-08-05 22:45:00-04:00,2026-08-05 23:00:00-04:00,bearish,29618.75,29529.25,29574.0,29621.0,29585.25,29594.0,29529.25,2026-08-05 23:33:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-05 23:15:00-04:00,2026-08-05 23:30:00-04:00,2026-08-05 23:45:00-04:00,bullish,29585.75,29535.0,29560.375,29563.75,29522.75,29553.0,29585.75,2026-08-06 00:23:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-05 23:45:00-04:00,2026-08-06 00:00:00-04:00,2026-08-06 00:15:00-04:00,bullish,29584.75,29539.75,29562.25,29584.0,29535.25,29556.5,29584.75,2026-08-06 00:23:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 00:30:00-04:00,2026-08-06 00:45:00-04:00,2026-08-06 01:00:00-04:00,bullish,29600.5,29544.75,29572.625,29577.25,29543.5,29575.0,29600.5,2026-08-06 10:11:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 01:15:00-04:00,2026-08-06 01:30:00-04:00,2026-08-06 01:45:00-04:00,bullish,29594.0,29565.0,29579.5,29583.75,29548.75,29583.25,29594.0,2026-08-06 10:10:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 02:00:00-04:00,2026-08-06 02:15:00-04:00,2026-08-06 02:30:00-04:00,bullish,29581.5,29499.0,29540.25,29549.0,29484.0,29547.0,29581.5,2026-08-06 10:09:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 02:30:00-04:00,2026-08-06 02:45:00-04:00,2026-08-06 03:00:00-04:00,bullish,29548.75,29494.0,29521.375,29528.5,29486.25,29521.5,29548.75,2026-08-06 03:06:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 03:30:00-04:00,2026-08-06 03:45:00-04:00,2026-08-06 04:00:00-04:00,bullish,29542.25,29501.75,29522.0,29538.0,29500.0,29506.25,29542.25,2026-08-06 09:51:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 04:15:00-04:00,2026-08-06 04:30:00-04:00,2026-08-06 04:45:00-04:00,bearish,29514.0,29446.75,29480.375,29532.75,29500.5,29503.75,29446.75,2026-08-06 05:10:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 04:30:00-04:00,2026-08-06 04:45:00-04:00,2026-08-06 05:00:00-04:00,bullish,29532.75,29500.5,29516.625,29524.5,29489.75,29517.25,29532.75,2026-08-06 06:02:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 05:15:00-04:00,2026-08-06 05:30:00-04:00,2026-08-06 05:45:00-04:00,bearish,29494.0,29446.5,29470.25,29499.0,29475.25,29489.0,29446.5,2026-08-06 07:00:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 05:45:00-04:00,2026-08-06 06:00:00-04:00,2026-08-06 06:15:00-04:00,bearish,29531.0,29489.0,29510.0,29537.5,29495.0,29503.75,29489.0,2026-08-06 06:39:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 06:00:00-04:00,2026-08-06 06:15:00-04:00,2026-08-06 06:30:00-04:00,bullish,29537.5,29495.0,29516.25,29526.5,29492.75,29517.5,29537.5,2026-08-06 09:50:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 06:30:00-04:00,2026-08-06 06:45:00-04:00,2026-08-06 07:00:00-04:00,bullish,29519.5,29474.75,29497.125,29493.25,29466.25,29485.5,29519.5,2026-08-06 09:48:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 08:00:00-04:00,2026-08-06 08:15:00-04:00,2026-08-06 08:30:00-04:00,bullish,29476.25,29409.0,29442.625,29451.75,29388.25,29432.0,29476.25,2026-08-06 09:45:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 08:15:00-04:00,2026-08-06 08:30:00-04:00,2026-08-06 08:45:00-04:00,bearish,29451.75,29388.25,29420.0,29462.75,29413.0,29432.0,29388.25,2026-08-06 09:00:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 10:00:00-04:00,2026-08-06 10:15:00-04:00,2026-08-06 10:30:00-04:00,bearish,29619.25,29487.75,29553.5,29666.5,29563.5,29587.0,29487.75,2026-08-06 12:01:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 10:15:00-04:00,2026-08-06 10:30:00-04:00,2026-08-06 10:45:00-04:00,bullish,29666.5,29563.5,29615.0,29651.25,29545.5,29583.5,29666.5,2026-08-06 11:00:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 10:45:00-04:00,2026-08-06 11:00:00-04:00,2026-08-06 11:15:00-04:00,bearish,29658.75,29532.75,29595.75,29686.25,29598.75,29645.5,29532.75,2026-08-06 11:45:00-04:00,True,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
15,2026-08-05,2026-08-06 11:00:00-04:00,2026-08-06 11:15:00-04:00,2026-08-06 11:30:00-04:00,bullish,29686.25,29598.75,29642.5,29663.25,29564.0,29607.75,29686.25,,False,2026-08-06 17:00:00-04:00,2026-08-06 17:00:00-04:00
