time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1
1786086780,29583.25,29584,29579,29580.25,29536.932304364196,29566.887381922104,29506.977226806288
1786086840,29579.75,29592.75,29578.75,29592.75,29537.020020734657,29567.024137337085,29507.01590413223
1786086900,29592.25,29593,29585.75,29590.25,29537.08118831303,29567.12145439585,29507.04092223021
1786086960,29590.25,29591,29580,29587,29537.13053491713,29567.195777626763,29507.0652922075
1786087020,29587.25,29588.75,29581,29586.75,29537.162199151076,29567.243051264504,29507.08134703765
1786087080,29587.75,29589.25,29583.25,29587.25,29537.19661909171,29567.29524617913,29507.09799200429
1786087140,29587.5,29589,29584.5,29585.75,29537.222804784495,29567.334821703764,29507.110787865226
1786087200,29585.5,29586.5,29579.25,29582.25,29537.265469354395,29567.39550929151,29507.13542941728
1786087260,29582.75,29585.75,29579,29585,29537.306092940948,29567.45379150358,29507.158394378315
1786087320,29585.25,29586.75,29574.5,29577.75,29537.360579167096,29567.527113228833,29507.19404510536
1786087380,29577.5,29584.75,29575.5,29582,29537.400973898715,29567.58248543051,29507.21946236692
1786087440,29582.5,29584,29578,29580.25,29537.422000919007,29567.611284472252,29507.23271736576
1786087500,29580.75,29581,29576,29579,29537.4420994654,29567.63774937028,29507.24644956052
1786087560,29578.75,29588.25,29578.5,29583.5,29537.481754556393,29567.694539568172,29507.268969544613
1786087620,29584.5,29586.5,29583.25,29585.5,29537.502568796335,29567.725136520774,29507.280001071897
1786087680,29586,29591.25,29581.5,29581.75,29537.558276642896,29567.806617497674,29507.30993578812
1786087740,29582,29592,29579.75,29588,29537.604080898996,29567.87536647689,29507.332795321105
1786087800,29588,29590.25,29581.25,29583.5,29537.63700673186,29567.923531953413,29507.350481510308
1786087860,29583.5,29587.5,29579,29581.75,29537.668768780994,29567.96826829314,29507.369269268846
1786087920,29581.5,29582.5,29574.5,29580.5,29537.706532370223,29568.01807981945,29507.394984920997
1786087980,29581,29581,29571.25,29573.25,29537.74151018428,29568.060498516053,29507.42252185251
1786088040,29573,29576.5,29570,29575,29537.77296580358,29568.09744758424,29507.448484022916
1786088100,29574.75,29577.5,29573.25,29574,29537.796477878044,29568.12575210015,29507.46720365594
1786088160,29574.5,29577.75,29573,29575,29537.818794381918,29568.152803532914,29507.48478523092
1786088220,29574.75,29577.75,29572,29577.75,29537.844969227717,29568.184924431305,29507.50501402413
1786088280,29576.75,29581.5,29575.25,29578.75,29537.87851314673,29568.228405782607,29507.528620510853
1786088340,29578.75,29583.5,29574,29574.25,29537.905485064854,29568.26246380442,29507.548506325285
1786088400,29575.25,29585.25,29574,29579.5,29537.947353101994,29568.31779306227,29507.57691314172
1786088460,29579.75,29591.5,29578.5,29589.75,29538.042504909343,29568.4592412819,29507.625768536785
1786088520,29590.5,29591.25,29581.75,29584.5,29538.08490292042,29568.521419002445,29507.64838683839
1786088580,29584,29588.5,29583,29584.75,29538.124207740795,29568.578617194107,29507.669798287483
1786088640,29585.25,29587.75,29580.75,29582.75,29538.142422339315,29568.60439070394,29507.68045397469
1786088700,29583.25,29583.25,29575.5,29577.25,29538.176426713137,29568.648212407545,29507.70464101873
1786088760,29576.5,29577.25,29572.5,29575.25,29538.201129407982,29568.6776098601,29507.724648955864
1786088820,29575.75,29580.5,29570,29580,29538.24380604386,29568.730469975722,29507.757142112
1786088880,29579.75,29586.75,29577.25,29584.5,29538.29225317388,29568.797739883972,29507.78676646379
1786088940,29585.5,29586.25,29575.75,29580.25,29538.32353323707,29568.839532789993,29507.80753368415
1786089000,29580,29580.5,29563.75,29565,29538.372276719456,29568.889670541164,29507.854882897747
1786089060,29565.75,29570.25,29563,29563.75,29538.40097584934,29568.915146080937,29507.886805617745
1786089120,29564.5,29566.5,29562.25,29566,29538.417117394627,29568.929008653824,29507.90522613543
1786089180,29565,29570.5,29562.5,29569,29538.448586668823,29568.958770501533,29507.938402836113
1786089240,29568.25,29581.5,29568.25,29580.75,29538.509252522315,29569.033424393965,29507.985080650666
1786089300,29581.25,29583,29579.75,29580,29538.551916635606,29569.090337654685,29508.013495616528
1786089360,29580.75,29586.75,29580,29583.5,29538.591295338894,29569.145211052783,29508.037379625006
1786089420,29584,29588.75,29581,29585,29538.631586787535,29569.202728591277,29508.060444983792
1786089480,29585.5,29588.25,29583.75,29585.5,29538.66558466506,29569.251940387487,29508.079228942635
1786089540,29584.75,29586.5,29580.75,29583.25,29538.706344104365,29569.30863854613,29508.1040496626
1786089600,29584,29601,29583.25,29594,29538.946137184837,29569.691005744626,29508.20126862505
1786089660,29593.25,29599.25,29588.75,29591.75,29539.030428588492,29569.825719749715,29508.23513742727
1786089720,29592.25,29612.5,29590.5,29612,29539.268497620713,29570.261661637058,29508.275333604368
1786089780,29612,29614.25,29608,29609.25,29539.37731430418,29570.47149587955,29508.28313272881
1786089840,29609,29609.25,29598,29598.75,29539.50377057217,29570.693492854207,29508.314048290133
1786089900,29599.5,29605.75,29596,29600.5,29539.606685463263,29570.870989303312,29508.342381623213
1786089960,29600.75,29613,29597,29613,29539.72710951529,29571.094429418736,29508.359789611844
1786090020,29612.25,29613,29600.25,29601.25,29539.84516472901,29571.3062018562,29508.384127601817
1786090080,29601.25,29612.5,29601,29610.5,29539.926119756416,29571.45598003044,29508.39625948239
1786090140,29610.5,29612.25,29607.75,29609.25,29540.001749045914,29571.598114529545,29508.405383562284
1786090200,29608.75,29613.5,29608,29612.25,29540.04625003036,29571.682864909642,29508.409635151074
1786090260,29612.5,29617.25,29606.75,29616,29540.123262777197,29571.8322796792,29508.414245875192
1786090320,29616,29618,29613.5,29617.75,29540.202636191338,29571.990449390465,29508.41482299221
1786090380,29617.5,29626,29615.5,29618.25,29540.45047286242,29572.497595915356,29508.403349809483
1786090440,29618.75,29627.75,29617,29624.25,29540.551390567412,29572.708552749056,29508.39422838577
1786090500,29624.75,29628,29622.5,29628,29540.656725402412,29572.933930894153,29508.37951991067
1786090560,29627.5,29628.75,29618.75,29618.75,29540.74391120094,29573.113559520807,29508.374262881076
1786090620,29619,29623,29604.25,29607.25,29540.9172407735,29573.435873192335,29508.398608354662
1786090680,29607,29608.75,29602,29605.75,29540.98554982124,29573.55470548208,29508.416394160395
1786090740,29605.5,29608,29601,29602.25,29541.04489150698,29573.65574895932,29508.434034054637
1786090800,29602.25,29607,29599,29606.25,29541.126881820004,29573.79562305554,29508.45814058447
1786090860,29606,29614.5,29603,29612.75,29541.22997979554,29573.9828367172,29508.477122873875
1786090920,29613.5,29617.25,29609.75,29612.75,29541.29715365415,29574.10846910206,29508.485838206245
1786090980,29613.5,29619.75,29612.5,29616.75,29541.39006582384,29574.287064239266,29508.493067408417
1786091040,29617.25,29621,29613,29614,29541.46276696632,29574.426033204745,29508.499500727896
1786091100,29615.25,29625,29614.75,29622,29541.532511371628,29574.564805591508,29508.500217151748
1786091160,29622,29625.25,29621.25,29624.75,29541.586217022093,29574.674468372592,29508.497965671595
1786091220,29624.25,29628.75,29620,29624.75,29541.687548577083,29574.882214753878,29508.49288240029
1786091280,29624.75,29630,29623.5,29625.25,29541.75276967353,29575.01757096824,29508.48796837882
1786091340,29625.75,29628.5,29621,29624,29541.837587444155,29575.190608463417,29508.484566424893
1786091400,29624,29636,29621,29630.75,29542.037176512968,29575.612327080053,29508.462025945882
1786091460,29632,29639,29629.25,29636.5,29542.169797537674,29575.90377568491,29508.435819390437
1786091520,29636,29641,29632.25,29638.75,29542.31263977003,29576.22202075008,29508.40325878998
1786091580,29638.5,29645,29637.25,29644.75,29542.463002633875,29576.567757778543,29508.358247489206
1786091640,29644.25,29647.5,29634.5,29635.5,29542.624408867232,29576.92857013826,29508.320247596203
1786091700,29636.25,29639.25,29633.75,29638.25,29542.713035997753,29577.122847486426,29508.30322450908
1786091760,29637.75,29638.75,29609,29611.25,29542.94137677453,29577.554110108955,29508.32864344011
1786091820,29611.5,29614,29610,29614,29543.007645668265,29577.670578072648,29508.344713263883
1786091880,29614,29615.5,29609.25,29614.5,29543.08288839262,29577.803138880463,29508.362637904775
1786091940,29615.25,29622.5,29614.75,29619.5,29543.16559485534,29577.957061470446,29508.374128240237
1786092000,29619.5,29621.25,29611.5,29615,29543.227637498287,29578.069045212545,29508.386229784028
1786092060,29615,29627.5,29613.75,29627,29543.305425580864,29578.218404300784,29508.392446860944
1786092120,29626.5,29629.25,29622.75,29626.75,29543.384056298546,29578.373717202416,29508.394395394676
1786092180,29627,29632,29627,29629.5,29543.455937772833,29578.519300895263,29508.392574650403
1786092240,29629.75,29631,29623,29625.75,29543.534228167337,29578.67371421665,29508.394742118024
1786092300,29626,29630.25,29623.25,29630.25,29543.59563705003,29578.79596279922,29508.395311300843
1786092360,29629.5,29631,29624.75,29629,29543.64922381874,29578.902763783197,29508.39568385428
1786092420,29628.75,29635.75,29622.5,29625.75,29543.77608159036,29579.15442856434,29508.39773461638
1786092480,29626.25,29634.25,29623,29627.5,29543.888207496875,29579.37658922464,29508.39982576911
1786092540,29627,29628,29616,29623,29544.07074435185,29579.718751889486,29508.422736814216
1786092600,29622.5,29623.5,29617,29618.25,29544.127024975507,29579.82128275165,29508.432767199363
1786092660,29619,29622.25,29616.75,29621.75,29544.169977058493,29579.899921630964,29508.44003248602
1786092720,29622.75,29624,29617.75,29620,29544.215621986394,29579.983654547625,29508.447589425163
1786092780,29620.25,29622.25,29615.75,29616.5,29544.260098962593,29580.063308914872,29508.456889010315
1786092840,29617,29619.5,29615,29618,29544.300047791996,29580.13431766415,29508.465777919842
1786092900,29617.75,29631.75,29616.5,29631.75,29544.39620756933,29580.31983316741,29508.47258197125
1786092960,29631,29631.75,29626.5,29630,29544.454021481517,29580.433756809874,29508.47428615316
1786093020,29629.75,29634.25,29623.75,29631.5,29544.53628574519,29580.596110244045,29508.476461246337
1786093080,29630.75,29632.25,29624.25,29631,29544.60780992946,29580.73619221303,29508.479427645892
1786093140,29631,29639.25,29631,29633.25,29544.73961870339,29581.00499215602,29508.474245250756
1786093200,29633,29638.5,29626.75,29633.75,29544.843888386233,29581.214420247594,29508.47335652487
1786093260,29634,29640.75,29634,29639.75,29544.926812079557,29581.387365676932,29508.46625848218
1786093320,29640,29648.75,29638.75,29646,29545.090292841884,29581.743273079348,29508.43731260442
1786093380,29645.25,29646.75,29641.25,29646,29545.18183986152,29581.942054593696,29508.421625129347
1786093440,29645.5,29646,29637,29637.75,29545.262675859874,29582.11159398996,29508.413757729788
1786093500,29638,29638,29629.5,29634.5,29545.356404219146,29582.298480112066,29508.414328326227
1786093560,29634.25,29642,29633.75,29637.25,29545.396606384307,29582.380820285118,29508.412392483497
1786093620,29636.5,29637,29625.75,29627.75,29545.4601402849,29582.50320500601,29508.41707556379
1786093680,29627,29634.25,29626.5,29632.75,29545.515110414126,29582.609811273884,29508.42040955437
1786093740,29632.25,29636,29631.25,29634.75,29545.549886559114,29582.67874308357,29508.42103003466
1786093800,29634.25,29643.75,29632.5,29633,29545.65769335363,29582.896126048367,29508.419260658895
1786093860,29632.5,29642.5,29628.5,29641.5,29545.76532278559,29583.114340905166,29508.416304666018
1786093920,29642.5,29642.5,29638.75,29640.75,29545.82660695695,29583.24131712306,29508.411896790843
1786093980,29640.75,29642.5,29638.75,29639.5,29545.87391678521,29583.338887998623,29508.4089455718
1786094040,29639.25,29645.25,29638.5,29641.5,29545.933245395983,29583.462436343154,29508.404054448813
1786094100,29641.5,29646.75,29640.5,29645.5,29546.001346370984,29583.606604239394,29508.396088502574
1786094160,29645.5,29646.25,29637,29637.25,29546.081523811634,29583.770976406842,29508.392071216425
1786094220,29637,29639,29632.75,29634,29546.146691937127,29583.899352430508,29508.394031443746
1786094280,29634.25,29637.5,29632,29632.75,29546.185619095002,29583.975221595178,29508.396016594827
1786094340,29632.25,29632.25,29623.75,29627.5,29546.285025312012,29584.15878678357,29508.411263840455
1786094400,29627,29629.75,29624.75,29625.75,29546.340367059704,29584.259824583685,29508.420909535722
1786094460,29626.25,29630.75,29624.25,29629.25,29546.41963960206,29584.406012394826,29508.433266809294
1786094520,29630.25,29639.75,29629,29637.25,29546.51330736953,29584.589073602,29508.437541137057
1786094580,29636.5,29642.5,29635,29641,29546.57688642696,29584.71716266108,29508.43661019284
1786094640,29641.25,29648,29640,29644,29546.68862471492,29584.949383320636,29508.427866109203
1786094700,29644.5,29650.5,29643.25,29645.5,29546.806111385446,29585.197047827744,29508.415174943148
1786094760,29645.5,29647,29639,29641.75,29546.881964189655,29585.3521599312,29508.41176844811
1786094820,29641.75,29642.25,29630.25,29633.5,29546.955781393714,29585.494653263548,29508.41690952388
1786094880,29633.75,29640.25,29632.25,29637.25,29547.01155508791,29585.603214183342,29508.419895992476
1786094940,29637.25,29639,29633.25,29634.5,29547.03661843901,29585.65156365768,29508.421673220342
1786095000,29634.25,29634.5,29630,29633.75,29547.0793665016,29585.732084135612,29508.426648867586
1786095060,29634,29636,29629.75,29633.25,29547.13053511708,29585.82855387494,29508.432516359222
1786095120,29633,29639.25,29633,29636,29547.180793969845,29585.92558301834,29508.43600492135
1786095180,29636,29647.25,29635.75,29645,29547.27501059241,29586.116547038208,29508.433474146612
1786095240,29645,29645,29630.75,29633.75,29547.394797838784,29586.347502388937,29508.44209328863
1786095300,29634,29643.5,29633.75,29641,29547.43892714319,29586.434368857655,29508.443485428725
1786095360,29641.5,29642.25,29638.5,29639,29547.46656175565,29586.48892574765,29508.44419776365
1786095420,29640,29641,29635.5,29638.75,29547.495881205083,29586.546102123662,29508.445660286503
1786095480,29639,29642,29636,29641.25,29547.536903910335,29586.626857827814,29508.446949992856
1786095540,29641.25,29644,29635,29636.75,29547.586554901223,29586.723612649515,29508.44949715293
1786095600,29636.25,29636.25,29627,29630,29547.685035608847,29586.90385545574,29508.466215761953
1786095660,29630.25,29630.5,29627.75,29629.75,29547.726861119947,29586.979136730464,29508.47458550943
1786095720,29629,29630.5,29621,29626,29547.839199313134,29587.174766668322,29508.503631957945
1786095780,29626.5,29631,29625.75,29630.75,29547.883387488742,29587.253908458482,29508.512866519002
1786095840,29630.75,29631,29626.75,29628.75,29547.91298730044,29587.306722440608,29508.51925216027
1786095900,29628.75,29636.25,29626.75,29633.5,29548.00584884948,29587.476993470413,29508.534704228547
1786095960,29633.5,29636,29631.25,29633.5,29548.056817405584,29587.571403554382,29508.542231256786
1786096020,29633,29634.5,29629.75,29634.25,29548.092996591637,29587.637933203157,29508.548059980116
1786096080,29632.25,29633,29623.25,29623.75,29548.1578275964,29587.750775556455,29508.564879636342
1786096140,29624,29627,29622.25,29626.25,29548.23753925102,29587.887394934638,29508.5876835674
1786096200,29626.75,29628.25,29622,29627.25,29548.27850354822,29587.95794517336,29508.59906192308
1786096260,29626.25,29628.25,29624.25,29624.25,29548.305810732712,29588.004830329715,29508.60679113571
1786096320,29624.5,29633.75,29624.25,29626.75,29548.37379988025,29588.12430352806,29508.62329623244
1786096380,29627.5,29628,29623.5,29624.5,29548.40373198619,29588.17546379364,29508.63200017874
1786096440,29624.75,29630,29624,29628.25,29548.43981991917,29588.23829104217,29508.641348796173
1786096500,29628.25,29628.5,29623,29623,29548.468695960266,29588.28734367272,29508.65004824781
1786096560,29623.5,29627,29619.5,29623.75,29548.528808402796,29588.387994529225,29508.669622276368
1786096620,29624.5,29624.5,29615.75,29617.25,29548.586765244247,29588.480897241767,29508.692633246726
1786096680,29617.75,29623.25,29616.25,29620,29548.64728476501,29588.57845051009,29508.716119019933
1786096740,29620.75,29621.25,29616.5,29617.25,29548.70466005316,29588.66939638001,29508.739923726313
1786096800,29618.25,29622.25,29616.75,29621.75,29548.756713937262,29588.753458813044,29508.75996906148
1786096860,29621,29621.25,29613.75,29616.75,29548.82834676726,29588.865426704004,29508.791266830514
1786096920,29616.25,29629.75,29616.25,29626.25,29548.941383958827,29589.054397527554,29508.8283703901
1786096980,29626.25,29628.5,29621.75,29625.25,29548.988631931396,29589.13406441086,29508.84319945193
1786097040,29625.75,29628,29622.25,29623,29549.032656570915,29589.20769654848,29508.85761659335
1786097100,29622.75,29628,29622,29625,29549.08816030968,29589.30094400666,29508.875376612697
1786097160,29624.25,29625.25,29619.25,29623,29549.134348377174,29589.376604646826,29508.892092107522
1786097220,29622.75,29624.25,29615.75,29620.25,29549.195952740884,29589.474979757193,29508.916925724574
1786097280,29621,29623.75,29614,29615,29549.22900560441,29589.52634035786,29508.93167085096
1786097340,29614.5,29621.75,29611,29613.75,29549.324817548903,29589.671661634333,29508.977973463472
1786097400,29614.75,29622,29612.25,29620,29549.37153221919,29589.7444402169,29508.99862422148
1786097460,29619.75,29620.75,29616,29617.5,29549.40177635718,29589.791520939067,29509.01203177529
1786097520,29618,29622,29616.25,29618,29549.423572551095,29589.825673871062,29509.021471231128
1786097580,29617.5,29621.25,29616.25,29621,29549.46231524104,29589.886822463075,29509.037808019002
1786097640,29620.75,29622.25,29608.75,29609,29549.52271639965,29589.975771352965,29509.069661446334
1786097700,29609.5,29613.75,29608.75,29612,29549.561592642327,29590.031718640625,29509.09146664403
1786097760,29612.25,29612.5,29602.5,29603.75,29549.64006860448,29590.137059901917,29509.143077307042
1786097820,29604,29605,29600.25,29603.25,29549.699977301298,29590.213461522842,29509.186493079753
1786097880,29602.5,29604.5,29600.75,29603,29549.72673946746,29590.247517007294,29509.205961927626
1786097940,29604,29607,29601.75,29606.75,29549.76623605451,29590.299577785518,29509.232894323504
1786098000,29605.75,29608,29601,29602,29549.7959738826,29590.33789469941,29509.25405306579
1786098060,29602.5,29604.25,29597.25,29597.25,29549.842781891566,29590.394357826975,29509.291205956157
1786098120,29597.5,29598.25,29592.25,29594.75,29549.913059497965,29590.472278887293,29509.353840108637
1786098180,29594.75,29604,29594,29602.75,29549.953274483334,29590.52122615108,29509.38532281559
1786098240,29601.5,29605.25,29598.25,29604.5,29550.000050103925,29590.580363555975,29509.419736651875
1786098300,29604.5,29611.25,29604.25,29609.5,29550.07759060377,29590.686580169273,29509.46860103827
1786098360,29609.25,29613,29607.5,29609,29550.1291393423,29590.758501993456,29509.499776691147
1786098420,29609.25,29611,29606.25,29606.75,29550.164195695685,29590.80620170116,29509.522189690208
1786098480,29606.75,29615.25,29604.25,29614.5,29550.224207799954,29590.891386338968,29509.55702926094
1786098540,29614.75,29621.5,29612,29621.25,29550.318775369633,29591.03663886152,29509.600911877747
1786098600,29621,29622,29615.25,29615.25,29550.380657312617,29591.13075814161,29509.630556483622
1786098660,29615.25,29617.5,29610.25,29612.75,29550.441470559796,29591.218984100196,29509.663957019395
1786098720,29612.75,29613.75,29609.75,29611.75,29550.4735124002,29591.26444258612,29509.68258221428
1786098780,29611.5,29616.25,29611,29613.75,29550.511457427263,29591.319511833124,29509.7034030214
1786098840,29614.25,29616.75,29612.5,29616,29550.543177187403,29591.366288973244,29509.72006540156
1786098900,29616,29617.75,29613.75,29617,29550.57216360178,29591.409544606755,29509.734782596806
1786098960,29616.5,29618.75,29611.25,29612.5,29550.605723464305,29591.458443268264,29509.753003660346
1786099020,29611.25,29619,29611.25,29618.25,29550.643395672083,29591.514585078523,29509.772206265643
1786099080,29618.75,29620,29616,29618.5,29550.667082944427,29591.550661633737,29509.783504255116
1786099140,29618,29621.5,29617.75,29620.25,29550.698143466077,29591.598800857064,29509.79748607509
1786099200,29620,29625.75,29618.75,29620.5,29550.776494583326,29591.72244937112,29509.830539795534
1786099260,29619.75,29621.25,29617.5,29618.75,29550.805059508595,29591.766305759993,29509.843813257197
1786099320,29618.75,29621,29616,29620.5,29550.836117767944,29591.813961148353,29509.858274387534
1786099380,29619.75,29620.75,29618.5,29618.75,29550.85209451402,29591.83850801398,29509.865681014056
1786099440,29619.25,29623.75,29618.25,29622.25,29550.887449096608,29591.894009042815,29509.8808891504
1786099500,29621.25,29624.5,29618.25,29620.75,29550.915176280858,29591.93739488452,29509.892957677195
1786099560,29620,29620,29609.5,29616.25,29550.99503673958,29592.0543221652,29509.93575131396
1786099620,29616.75,29620,29613.25,29615.5,29551.02087274718,29592.092550402835,29509.949195091525
1786099680,29614.5,29616.75,29608,29616.25,29551.07848024785,29592.175159424824,29509.981801070873
1786099740,29617,29620,29615.75,29616.75,29551.107043985437,29592.217956945173,29509.996131025702
1786099800,29616.5,29622.25,29615.75,29622.25,29551.132198632004,29592.256707728844,29510.007689535163
1786099860,29621.75,29622,29617.5,29619.75,29551.164337201142,29592.306011609093,29510.02266279319
1786099920,29619.25,29619.5,29606.5,29611.5,29551.23083864088,29592.399718476303,29510.061958805458
1786099980,29611,29612.75,29600.5,29605.25,29551.288218003676,29592.473837980706,29510.102598026646
1786100040,29605.25,29608,29603,29605.75,29551.3217379311,29592.51672461719,29510.126751245007
1786100100,29605.75,29607,29602.25,29605.5,29551.354479050828,29592.558167007766,29510.15079109389
1786100160,29605.5,29607.5,29603,29604.5,29551.37145851257,29592.5796752691,29510.163241756043
1786100220,29605,29605.5,29602.25,29604.25,29551.390031558938,29592.602832677567,29510.17723044031
1786100280,29604.5,29608,29603.75,29606.5,29551.407996220678,29592.62594509321,29510.190047348147
1786100340,29607.5,29608.25,29604.75,29607.25,29551.43132569679,29592.65624151155,29510.20640988203
1786100400,29606.75,29634.25,29606.25,29633.5,29551.720940701503,29593.12020491208,29510.321676490927
1786100460,29634,29641.75,29629.25,29631.25,29551.90607281906,29593.442325275104,29510.369820363016
1786100520,29632.25,29633.5,29623.75,29626.75,29552.0530744675,29593.683491910117,29510.422657024887
1786100580,29626.25,29637.25,29626,29632.75,29552.12773614881,29593.81030488052,29510.4451674171
1786100640,29632.5,29636,29630.5,29635,29552.173329051224,29593.888915322812,29510.457742779636
1786100700,29635.25,29636.75,29630.75,29634,29552.22509232496,29593.978072609294,29510.472112040625
1786100760,29634.75,29635.5,29629.5,29635.5,29552.272345083526,29594.059137760607,29510.485552406444
1786100820,29635.5,29646.75,29634,29634.5,29552.42870219543,29594.338265907005,29510.519138483854
1786100880,29634.75,29636,29632.75,29634.5,29552.48608711391,29594.437055690396,29510.535118537424
1786100940,29634.75,29641.75,29632.5,29638.5,29552.553592897148,29594.55630336071,29510.550882433585
1786101000,29638.75,29641,29635,29639.25,29552.603319387465,29594.644646114808,29510.56199266012
1786101060,29639.25,29646,29637.25,29642.75,29552.685366599846,29594.79449867158,29510.57623452811
1786101120,29643.25,29646,29638,29646,29552.769569100088,29594.94963075106,29510.589507449116
1786101180,29645.5,29648.5,29643.5,29644.75,29552.87472008736,29595.146345937457,29510.60309423726
1786101240,29644.75,29645,29636.5,29638,29552.955502078432,29595.290458648535,29510.62054550833
1786101300,29637.25,29644,29635.75,29641.5,29553.044489410528,29595.449678267665,29510.63930055339
1786101360,29641.5,29643.25,29640,29641,29553.078545349465,29595.51102710784,29510.646063591088
1786101420,29640.75,29646.75,29636.75,29639.25,29553.177715341706,29595.688699591217,29510.666731092195
1786101480,29639.75,29646.25,29637,29646,29553.24171195681,29595.80515815366,29510.678265759958
1786101540,29645.75,29648.25,29636.5,29640,29553.354198020814,29596.007037508785,29510.701358532842
1786101600,29640.25,29647.5,29638.25,29645.5,29553.45558130306,29596.191733060055,29510.719429546065
1786101660,29646,29647.75,29638,29639.5,29553.54682879054,29596.35499999155,29510.73865758953
1786101720,29639,29642.25,29638.25,29640.25,29553.57765634117,29596.409418541625,29510.745894140717
1786101780,29641,29644.75,29641,29643,29553.60976247083,29596.467292248275,29510.752232693387
1786101840,29643.25,29646,29641.75,29646,29553.64531627699,29596.53218158144,29510.758450972542
1786101900,29645.75,29654.75,29645,29652,29553.852473678045,29596.92672543639,29510.7782219197
1786101960,29652,29654,29650.5,29652,29553.927354889223,29597.07053836853,29510.784171409916
1786102020,29651.5,29656.5,29649.75,29654.5,29554.050178253314,29597.30830156356,29510.792054943067
1786102080,29654.75,29660.75,29653,29657.75,29554.19651713464,29597.59787820118,29510.795156068096
1786102140,29658,29662,29652.5,29653,29554.39423592434,29597.984030050087,29510.804441798595
1786102200,29653.25,29653.5,29648,29649.25,29554.5215740154,29598.222099279854,29510.82104875095
1786102260,29648.75,29654.75,29646.75,29650,29554.628488060036,29598.42185047305,29510.835125647023
1786102320,29650.5,29653,29649.75,29651.5,29554.681988198798,29598.522309876807,29510.841666520788
1786102380,29651.5,29656.5,29651,29653.75,29554.729566188445,29598.613070593146,29510.846061783745
1786102440,29653.75,29656.75,29653.75,29655.5,29554.772364188695,29598.69555311987,29510.84917525752
1786102500,29656.25,29661.5,29654.5,29659.75,29554.851310200505,29598.850953436813,29510.851666964198
1786102560,29659.5,29664.5,29659,29661.25,29554.969807786594,29599.088428242496,29510.851187330692
1786102620,29661.5,29666.75,29652.75,29653.25,29555.160128755742,29599.45838830909,29510.861869202396
1786102680,29653.25,29656,29649,29655.75,29555.269650976585,29599.664692447215,29510.874609505954
1786102740,29656.25,29663,29654.25,29660.75,29555.353048119883,29599.82789338464,29510.878202855125
1786102800,29660.5,29663.75,29658.5,29660.75,29555.41778917417,29599.955809201096,29510.879769147246
1786102860,29660.75,29668,29658.25,29664.5,29555.546429228623,29600.213799717996,29510.87905873925
1786102920,29664.25,29666,29662.75,29663.75,29555.63703263237,29600.395751405773,29510.878313858968
1786102980,29664.25,29669.75,29663.5,29666,29555.753969212958,29600.63346050202,29510.874477923895
1786103040,29667.25,29668.25,29663,29665.5,29555.834384275044,29600.795695078243,29510.873073471845
1786103100,29666.25,29666.5,29662.75,29664.75,29555.875157630493,29600.877356618606,29510.87295864238
1786103160,29665.5,29666,29661.75,29665,29555.922436208035,29600.971698061614,29510.873174354456
1786103220,29664.5,29666,29660,29660.25,29556.000045489927,29601.124156729362,29510.875934250493
1786103280,29660.5,29666,29659.5,29661.25,29556.067225148032,29601.25606558006,29510.878384716005
1786103340,29661,29663.5,29659.5,29661.5,29556.116792581422,29601.35278321061,29510.880801952237
1786103400,29662,29663.75,29657.5,29658,29556.23705859902,29601.5842659934,29510.889851204643
1786103460,29658,29659.5,29648,29649,29556.40624109471,29601.891882471395,29510.92059971803
1786103520,29648.75,29651.25,29641,29642.75,29556.608318813876,29602.23820385486,29510.978433772892
1786103580,29642.5,29648.75,29641,29641.5,29556.71558684756,29602.419628806812,29511.011544888308
1786103640,29642,29644.25,29636.25,29638.25,29556.813037115524,29602.578406074255,29511.047668156792
1786103700,29639.25,29645,29632.75,29635,29556.939791737084,29602.78086546811,29511.09871800606
1786103760,29634.75,29638,29630.5,29632.75,29557.038647893376,29602.932905532434,29511.144390254318
1786103820,29632.75,29634.25,29623,29627.25,29557.155359964232,29603.10222729452,29511.208492633945
1786103880,29626.75,29628,29612,29614,29557.300715644888,29603.288694785944,29511.31273650383
1786103940,29614,29623.25,29612.5,29613.75,29557.41941803787,29603.437529575593,29511.401306500145
1786104000,29614,29633,29604.75,29631,29557.73885535013,29603.87082604826,29511.606884652
1786104060,29631,29657,29630.5,29653.5,29558.023288439974,29604.355622778116,29511.690954101832
1786104120,29653.25,29664.75,29651.75,29661.5,29558.240515785936,29604.759785367918,29511.721246203953
1786104180,29662,29673,29654,29654.5,29558.530316507215,29605.300611461465,29511.760021552964
1786104240,29654,29657.25,29649.5,29650,29558.644481323245,29605.500455196863,29511.788507449626
1786104300,29650,29653,29646,29648.5,29558.756304048606,29605.69115384239,29511.821454254823
1786104360,29648,29648.75,29641.25,29646.5,29558.8638113689,29605.868746977994,29511.858875759808
1786104420,29647.5,29651.25,29645.25,29649.5,29558.947249670913,29606.009943322126,29511.8845560197
1786104480,29649.5,29651.5,29633.75,29636.5,29559.09897183665,29606.24919654565,29511.94874712765
1786104540,29637,29644.75,29634,29644.5,29559.182689457324,29606.381524965553,29511.983853949096
1786104600,29645,29648.5,29640.5,29647,29559.259396647103,29606.507137619956,29512.01165567425
1786104660,29647.75,29654.25,29645.75,29653.5,29559.409009016537,29606.763450739338,29512.054567293737
